id,date,theme,text,category
417,2025-04-07,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке. Прошу помочь разобраться.",Оплата
14,2025-04-09,Ошибка приложения,После обновления приложение перестало запускаться. Очень недоволен этой ситуацией.,Мобильное приложение
62,2025-04-09,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка
201,2025-04-09,Двойное списание,С карты дважды списали деньги за один заказ.,Оплата
613,2025-04-09,Адрес доставки,"Курьер сообщил, что не может найти мой адрес. Прошу срочно решить проблему.",Доставка
806,2025-04-10,Пропали бонусы,Из личного кабинета исчезли мои бонусные баллы. Прошу помочь разобраться.,Бонусная программа
527,2025-04-11,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами.,Поддержка
134,2025-04-12,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка
177,2025-04-12,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка
306,2025-04-13,Повреждение,"Заказ приехал с поврежденной упаковкой. Если вопрос не решится, больше у вас покупать не буду.",Доставка
480,2025-04-13,Скидка,"Обещанная скидка не применилась при оформлении заказа. Если вопрос не решится, больше у вас покупать не буду.",Цена
909,2025-04-13,Возврат денег,Деньги после отмены заказа до сих пор не вернулись. Это уже не первый раз.,Оплата
927,2025-04-14,Повреждение,Заказ приехал с поврежденной упаковкой.,Доставка
882,2025-04-15,Чек,Не получил электронный чек после покупки. Прошу помочь разобраться.,Документы
917,2025-04-16,Брак,"Получил товар с явным браком. Подскажите, пожалуйста, как решить эту проблему.",Качество товара
822,2025-04-16,Пропали бонусы,Из личного кабинета исчезли мои бонусные баллы.,Бонусная программа
676,2025-04-17,Списание бонусов,Не получается использовать накопленные бонусы при оплате.,Бонусная программа
219,2025-04-17,Долгое ожидание,Очень долго ждал ответа оператора. Очень недоволен этой ситуацией.,Поддержка
720,2025-04-17,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами. Прошу срочно решить проблему.,Поддержка
930,2025-04-17,Поврежденный товар,Товар приехал поврежденным и пользоваться им невозможно.,Качество товара
128,2025-04-18,Отказ в возврате,"Мне отказали в возврате товара без понятного объяснения. Надеюсь, вопрос получится быстро решить.",Возвраты
387,2025-04-19,История заказов,В личном кабинете пропала история моих заказов.,Личный кабинет
837,2025-04-19,Поврежденный товар,Товар приехал поврежденным и пользоваться им невозможно. Прошу срочно решить проблему.,Качество товара
67,2025-04-20,Не начислены бонусы,За покупку не начислили обещанные бонусы.,Бонусная программа
591,2025-04-20,Возврат денег,"Деньги после отмены заказа до сих пор не вернулись. Если вопрос не решится, больше у вас покупать не буду.",Оплата
507,2025-04-20,Счет,Не могу получить счет на заказ. Это уже не первый раз.,Документы
202,2025-04-21,История заказов,В личном кабинете пропала история моих заказов. Это уже не первый раз.,Личный кабинет
336,2025-04-21,Не начислены бонусы,За покупку не начислили обещанные бонусы.,Бонусная программа
355,2025-04-21,Брак,"Получил товар с явным браком. Подскажите, пожалуйста, как решить эту проблему.",Качество товара
862,2025-04-22,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка
815,2025-04-22,Чек,Не получил электронный чек после покупки. Это уже не первый раз.,Документы
656,2025-04-22,Авторизация,Не могу войти в личный кабинет.,Личный кабинет
29,2025-04-23,Чек,Не получил электронный чек после покупки. Прошу помочь разобраться.,Документы
158,2025-04-23,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке.",Оплата
810,2025-04-23,Возврат денег,Деньги после отмены заказа до сих пор не вернулись.,Оплата
962,2025-04-23,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка
660,2025-04-24,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили.",Возвраты
452,2025-04-24,Списание бонусов,"Не получается использовать накопленные бонусы при оплате. Если вопрос не решится, больше у вас покупать не буду.",Бонусная программа
939,2025-04-24,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка
773,2025-04-24,Несоответствие,Товар совсем не соответствует описанию на сайте. Прошу помочь разобраться.,Качество товара
514,2025-04-25,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока. Поддержка тоже не помогла.,Доставка
2,2025-04-25,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Очень недоволен этой ситуацией.",Доставка
455,2025-04-25,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Прошу срочно решить проблему.",Доставка
168,2025-04-25,Ошибка приложения,После обновления приложение перестало запускаться. Поддержка тоже не помогла.,Мобильное приложение
311,2025-04-26,Пропали бонусы,Из личного кабинета исчезли мои бонусные баллы. Очень недоволен этой ситуацией.,Бонусная программа
667,2025-04-26,Двойное списание,С карты дважды списали деньги за один заказ. Поддержка тоже не помогла.,Оплата
572,2025-04-27,Ошибка приложения,Приложение зависает при оформлении заказа.,Мобильное приложение
15,2025-04-27,Авторизация,Не могу войти в личный кабинет. Прошу срочно решить проблему.,Личный кабинет
729,2025-04-27,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили. Подскажите, пожалуйста, как решить эту проблему.",Возвраты
205,2025-04-27,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили.",Возвраты
52,2025-04-28,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает.",Поддержка
299,2025-04-28,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка
235,2025-04-28,Документы,"В документах к заказу указаны неверные данные. Надеюсь, вопрос получится быстро решить.",Документы
288,2025-04-29,Поврежденный товар,"Товар приехал поврежденным и пользоваться им невозможно. Хотелось бы понять, что делать дальше.",Качество товара
223,2025-04-29,Возврат денег,Деньги после отмены заказа до сих пор не вернулись. Это уже не первый раз.,Оплата
849,2025-04-30,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат. Это уже не первый раз.",Возвраты
317,2025-04-30,Несоответствие,"Товар совсем не соответствует описанию на сайте. Если вопрос не решится, больше у вас покупать не буду.",Качество товара
16,2025-04-30,Списание бонусов,Не получается использовать накопленные бонусы при оплате.,Бонусная программа
595,2025-04-30,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка
76,2025-05-01,Отказ в возврате,Мне отказали в возврате товара без понятного объяснения.,Возвраты
329,2025-05-01,Не начислены бонусы,За покупку не начислили обещанные бонусы. Очень недоволен этой ситуацией.,Бонусная программа
133,2025-05-01,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа. Поддержка тоже не помогла.",Мобильное приложение
441,2025-05-02,Документы,В документах к заказу указаны неверные данные.,Документы
55,2025-05-02,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке.",Оплата
819,2025-05-02,Возврат денег,Деньги после отмены заказа до сих пор не вернулись. Прошу срочно решить проблему.,Оплата
105,2025-05-02,Не начислены бонусы,"За покупку не начислили обещанные бонусы. Если вопрос не решится, больше у вас покупать не буду.",Бонусная программа
66,2025-05-02,Адрес доставки,"Курьер сообщил, что не может найти мой адрес. Хотелось бы понять, что делать дальше.",Доставка
463,2025-05-03,Отказ в возврате,"Мне отказали в возврате товара без понятного объяснения. Хотелось бы понять, что делать дальше.",Возвраты
870,2025-05-03,Брак,Получил товар с явным браком.,Качество товара
680,2025-05-03,Долгое ожидание,"Очень долго ждал ответа оператора. Подскажите, пожалуйста, как решить эту проблему.",Поддержка
542,2025-05-04,Поврежденный товар,"Товар приехал поврежденным и пользоваться им невозможно. Хотелось бы понять, что делать дальше.",Качество товара
466,2025-05-04,Корзина,"Добавляю товар в корзину, но он сразу исчезает. Подскажите, пожалуйста, как решить эту проблему.",Мобильное приложение
670,2025-05-05,Возврат денег,Деньги после отмены заказа до сих пор не вернулись. Очень недоволен этой ситуацией.,Оплата
679,2025-05-05,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа. Подскажите, пожалуйста, как решить эту проблему.",Мобильное приложение
708,2025-05-05,Чек,Не получил электронный чек после покупки.,Документы
885,2025-05-06,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка
627,2025-05-07,Ошибка приложения,После обновления приложение перестало запускаться. Прошу помочь разобраться.,Мобильное приложение
543,2025-05-07,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка
769,2025-05-08,Корзина,"Добавляю товар в корзину, но он сразу исчезает.",Мобильное приложение
988,2025-05-08,Корзина,"Добавляю товар в корзину, но он сразу исчезает.",Мобильное приложение
214,2025-05-08,Адрес доставки,"Курьер сообщил, что не может найти мой адрес. Надеюсь, вопрос получится быстро решить.",Доставка
108,2025-05-08,Ошибка оплаты,"Не могу оплатить заказ банковской картой, постоянно появляется ошибка. Подскажите, пожалуйста, как решить эту проблему.",Оплата
141,2025-05-08,Изменилась цена,"В корзине цена товара оказалась выше, чем на странице товара. Хотелось бы понять, что делать дальше.",Цена
34,2025-05-09,Чек,Не получил электронный чек после покупки. Очень недоволен этой ситуацией.,Документы
747,2025-05-09,Промокод,"Промокод указан как действующий, но система его не принимает. Очень недоволен этой ситуацией.",Цена
482,2025-05-10,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка
472,2025-05-10,История заказов,В личном кабинете пропала история моих заказов. Поддержка тоже не помогла.,Личный кабинет
426,2025-05-10,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа.",Мобильное приложение
358,2025-05-11,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат. Очень недоволен этой ситуацией.",Возвраты
289,2025-05-11,Ошибка приложения,"Приложение зависает при оформлении заказа. Если вопрос не решится, больше у вас покупать не буду.",Мобильное приложение
637,2025-05-11,Пропали бонусы,Из личного кабинета исчезли мои бонусные баллы.,Бонусная программа
460,2025-05-12,Двойное списание,С карты дважды списали деньги за один заказ. Прошу помочь разобраться.,Оплата
146,2025-05-13,Профиль,Не получается изменить номер телефона в профиле.,Личный кабинет
935,2025-05-14,Не начислены бонусы,За покупку не начислили обещанные бонусы.,Бонусная программа
619,2025-05-14,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа.",Мобильное приложение
682,2025-05-14,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили. Хотелось бы понять, что делать дальше.",Возвраты
115,2025-05-14,Курьер,Курьер не приехал в назначенное время и не позвонил.,Доставка
506,2025-05-15,Профиль,"Не получается изменить номер телефона в профиле. Хотелось бы понять, что делать дальше.",Личный кабинет
38,2025-05-15,Чек,Не получил электронный чек после покупки. Прошу помочь разобраться.,Документы
96,2025-05-15,Адрес доставки,"Курьер сообщил, что не может найти мой адрес. Прошу помочь разобраться.",Доставка
793,2025-05-15,Ошибка приложения,Приложение зависает при оформлении заказа. Прошу помочь разобраться.,Мобильное приложение
225,2025-05-16,Профиль,"Не получается изменить номер телефона в профиле. Надеюсь, вопрос получится быстро решить.",Личный кабинет
571,2025-05-16,Документы,"В документах к заказу указаны неверные данные. Надеюсь, вопрос получится быстро решить.",Документы
84,2025-05-16,Курьер,"Курьер не приехал в назначенное время и не позвонил. Если вопрос не решится, больше у вас покупать не буду.",Доставка
228,2025-05-17,Не начислены бонусы,За покупку не начислили обещанные бонусы.,Бонусная программа
673,2025-05-18,Отказ в возврате,"Мне отказали в возврате товара без понятного объяснения. Надеюсь, вопрос получится быстро решить.",Возвраты
237,2025-05-18,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает. Хотелось бы понять, что делать дальше.",Поддержка
200,2025-05-19,Двойное списание,С карты дважды списали деньги за один заказ.,Оплата
736,2025-05-19,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка
149,2025-05-20,Отказ в возврате,Мне отказали в возврате товара без понятного объяснения.,Возвраты
232,2025-05-20,Поврежденный товар,"Товар приехал поврежденным и пользоваться им невозможно. Хотелось бы понять, что делать дальше.",Качество товара
410,2025-05-21,Долгое ожидание,Очень долго ждал ответа оператора. Прошу помочь разобраться.,Поддержка
297,2025-05-21,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Если вопрос не решится, больше у вас покупать не буду.",Доставка
702,2025-05-21,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка
338,2025-05-22,Не начислены бонусы,За покупку не начислили обещанные бонусы.,Бонусная программа
865,2025-05-22,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает. Прошу помочь разобраться.",Поддержка
192,2025-05-22,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами.,Поддержка
112,2025-05-23,Списание бонусов,Не получается использовать накопленные бонусы при оплате.,Бонусная программа
790,2025-05-23,Авторизация,"Не могу войти в личный кабинет. Надеюсь, вопрос получится быстро решить.",Личный кабинет
881,2025-05-23,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Прошу помочь разобраться.",Доставка
919,2025-05-24,Задержка доставки,"Жду заказ уже несколько дней дольше обещанного срока. Если вопрос не решится, больше у вас покупать не буду.",Доставка
948,2025-05-24,Брак,Получил товар с явным браком.,Качество товара
757,2025-05-24,Списание бонусов,Не получается использовать накопленные бонусы при оплате.,Бонусная программа
718,2025-05-24,Промокод,"Промокод указан как действующий, но система его не принимает. Очень недоволен этой ситуацией.",Цена
191,2025-05-24,Промокод,"Промокод указан как действующий, но система его не принимает. Если вопрос не решится, больше у вас покупать не буду.",Цена
445,2025-05-25,Профиль,Не получается изменить номер телефона в профиле. Прошу помочь разобраться.,Личный кабинет
423,2025-05-25,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили. Очень недоволен этой ситуацией.",Возвраты
204,2025-05-25,Чек,Не получил электронный чек после покупки.,Документы
384,2025-05-26,Ошибка приложения,Приложение зависает при оформлении заказа. Прошу помочь разобраться.,Мобильное приложение
838,2025-05-26,Отказ в возврате,Мне отказали в возврате товара без понятного объяснения.,Возвраты
641,2025-05-27,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат. Поддержка тоже не помогла.",Возвраты
878,2025-05-27,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами. Поддержка тоже не помогла.,Поддержка
600,2025-05-27,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает. Очень недоволен этой ситуацией.",Поддержка
290,2025-05-28,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа.",Мобильное приложение
585,2025-05-28,Ошибка приложения,Приложение зависает при оформлении заказа.,Мобильное приложение
587,2025-05-28,Повреждение,"Заказ приехал с поврежденной упаковкой. Подскажите, пожалуйста, как решить эту проблему.",Доставка
462,2025-05-28,Ошибка оплаты,"Не могу оплатить заказ банковской картой, постоянно появляется ошибка.",Оплата
395,2025-05-29,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка
761,2025-05-30,Не начислены бонусы,За покупку не начислили обещанные бонусы. Прошу срочно решить проблему.,Бонусная программа
755,2025-05-30,Профиль,"Не получается изменить номер телефона в профиле. Хотелось бы понять, что делать дальше.",Личный кабинет
256,2025-05-30,Поврежденный товар,"Товар приехал поврежденным и пользоваться им невозможно. Подскажите, пожалуйста, как решить эту проблему.",Качество товара
924,2025-05-30,Возврат денег,"Деньги после отмены заказа до сих пор не вернулись. Если вопрос не решится, больше у вас покупать не буду.",Оплата
950,2025-06-01,Отказ в возврате,"Мне отказали в возврате товара без понятного объяснения. Хотелось бы понять, что делать дальше.",Возвраты
309,2025-06-01,Корзина,"Добавляю товар в корзину, но он сразу исчезает. Поддержка тоже не помогла.",Мобильное приложение
623,2025-06-01,Двойное списание,С карты дважды списали деньги за один заказ.,Оплата
305,2025-06-01,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке.",Оплата
262,2025-06-02,Пропали бонусы,Из личного кабинета исчезли мои бонусные баллы. Очень недоволен этой ситуацией.,Бонусная программа
797,2025-06-02,Промокод,"Промокод указан как действующий, но система его не принимает.",Цена
156,2025-06-02,Ошибка приложения,Приложение зависает при оформлении заказа. Прошу помочь разобраться.,Мобильное приложение
566,2025-06-03,Несоответствие,Товар совсем не соответствует описанию на сайте. Прошу срочно решить проблему.,Качество товара
123,2025-06-03,Отказ в возврате,"Мне отказали в возврате товара без понятного объяснения. Подскажите, пожалуйста, как решить эту проблему.",Возвраты
512,2025-06-03,Пропали бонусы,Из личного кабинета исчезли мои бонусные баллы. Это уже не первый раз.,Бонусная программа
659,2025-06-04,Пропали бонусы,Из личного кабинета исчезли мои бонусные баллы. Прошу помочь разобраться.,Бонусная программа
87,2025-06-04,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами. Прошу помочь разобраться.,Поддержка
618,2025-06-04,Несоответствие,Товар совсем не соответствует описанию на сайте.,Качество товара
763,2025-06-05,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока. Это уже не первый раз.,Доставка
799,2025-06-06,Курьер,Курьер не приехал в назначенное время и не позвонил. Это уже не первый раз.,Доставка
101,2025-06-07,Ошибка оплаты,"Не могу оплатить заказ банковской картой, постоянно появляется ошибка. Если вопрос не решится, больше у вас покупать не буду.",Оплата
980,2025-06-07,Корзина,"Добавляю товар в корзину, но он сразу исчезает.",Мобильное приложение
481,2025-06-08,Отказ в возврате,"Мне отказали в возврате товара без понятного объяснения. Хотелось бы понять, что делать дальше.",Возвраты
967,2025-06-08,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка
303,2025-06-08,Авторизация,"Не могу войти в личный кабинет. Надеюсь, вопрос получится быстро решить.",Личный кабинет
518,2025-06-08,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке. Прошу помочь разобраться.",Оплата
778,2025-06-09,Двойное списание,С карты дважды списали деньги за один заказ. Прошу помочь разобраться.,Оплата
253,2025-06-09,Несоответствие,"Товар совсем не соответствует описанию на сайте. Подскажите, пожалуйста, как решить эту проблему.",Качество товара
622,2025-06-09,Качество поддержки,"Оператор не смог решить мой вопрос и просто переключал меня между отделами. Если вопрос не решится, больше у вас покупать не буду.",Поддержка
49,2025-06-09,Возврат денег,"Деньги после отмены заказа до сих пор не вернулись. Хотелось бы понять, что делать дальше.",Оплата
929,2025-06-10,Возврат денег,Деньги после отмены заказа до сих пор не вернулись. Поддержка тоже не помогла.,Оплата
546,2025-06-10,Задержка доставки,"Жду заказ уже несколько дней дольше обещанного срока. Хотелось бы понять, что делать дальше.",Доставка
856,2025-06-10,Возврат денег,Деньги после отмены заказа до сих пор не вернулись.,Оплата
117,2025-06-10,Отказ в возврате,Мне отказали в возврате товара без понятного объяснения.,Возвраты
80,2025-06-10,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка
122,2025-06-10,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает. Это уже не первый раз.",Поддержка
72,2025-06-10,Повреждение,"Заказ приехал с поврежденной упаковкой. Хотелось бы понять, что делать дальше.",Доставка
804,2025-06-11,Пропали бонусы,Из личного кабинета исчезли мои бонусные баллы.,Бонусная программа
79,2025-06-11,Изменилась цена,"В корзине цена товара оказалась выше, чем на странице товара. Очень недоволен этой ситуацией.",Цена
926,2025-06-12,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат.",Возвраты
520,2025-06-12,Долгое ожидание,"Очень долго ждал ответа оператора. Хотелось бы понять, что делать дальше.",Поддержка
277,2025-06-12,Долгое ожидание,Очень долго ждал ответа оператора. Прошу срочно решить проблему.,Поддержка
268,2025-06-12,Ошибка приложения,"Приложение зависает при оформлении заказа. Подскажите, пожалуйста, как решить эту проблему.",Мобильное приложение
684,2025-06-13,Скидка,Обещанная скидка не применилась при оформлении заказа.,Цена
753,2025-06-14,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами.,Поддержка
824,2025-06-15,Счет,Не могу получить счет на заказ.,Документы
234,2025-06-15,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает.",Поддержка
42,2025-06-15,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат. Если вопрос не решится, больше у вас покупать не буду.",Возвраты
616,2025-06-15,Изменилась цена,"В корзине цена товара оказалась выше, чем на странице товара.",Цена
342,2025-06-15,Курьер,Курьер не приехал в назначенное время и не позвонил.,Доставка
283,2025-06-16,История заказов,В личном кабинете пропала история моих заказов.,Личный кабинет
378,2025-06-16,Профиль,"Не получается изменить номер телефона в профиле. Надеюсь, вопрос получится быстро решить.",Личный кабинет
22,2025-06-16,Не начислены бонусы,За покупку не начислили обещанные бонусы.,Бонусная программа
740,2025-06-16,Не начислены бонусы,За покупку не начислили обещанные бонусы.,Бонусная программа
579,2025-06-16,Счет,Не могу получить счет на заказ. Прошу помочь разобраться.,Документы
388,2025-06-17,Адрес доставки,"Курьер сообщил, что не может найти мой адрес. Это уже не первый раз.",Доставка
883,2025-06-17,Ошибка оплаты,"Не могу оплатить заказ банковской картой, постоянно появляется ошибка.",Оплата
124,2025-06-17,Возврат денег,Деньги после отмены заказа до сих пор не вернулись. Прошу помочь разобраться.,Оплата
631,2025-06-17,Списание бонусов,Не получается использовать накопленные бонусы при оплате.,Бонусная программа
933,2025-06-17,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка
751,2025-06-18,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили. Прошу срочно решить проблему.",Возвраты
425,2025-06-18,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка
276,2025-06-18,Пропали бонусы,"Из личного кабинета исчезли мои бонусные баллы. Подскажите, пожалуйста, как решить эту проблему.",Бонусная программа
714,2025-06-19,Брак,"Получил товар с явным браком. Если вопрос не решится, больше у вас покупать не буду.",Качество товара
334,2025-06-20,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока. Поддержка тоже не помогла.,Доставка
475,2025-06-20,Курьер,Курьер не приехал в назначенное время и не позвонил. Прошу помочь разобраться.,Доставка
750,2025-06-20,Списание бонусов,Не получается использовать накопленные бонусы при оплате. Поддержка тоже не помогла.,Бонусная программа
987,2025-06-21,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили.",Возвраты
612,2025-06-22,Профиль,Не получается изменить номер телефона в профиле. Очень недоволен этой ситуацией.,Личный кабинет
189,2025-06-22,Курьер,Курьер не приехал в назначенное время и не позвонил.,Доставка
476,2025-06-23,Авторизация,Не могу войти в личный кабинет. Прошу срочно решить проблему.,Личный кабинет
400,2025-06-23,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка
373,2025-06-23,Двойное списание,С карты дважды списали деньги за один заказ. Прошу срочно решить проблему.,Оплата
356,2025-06-23,История заказов,"В личном кабинете пропала история моих заказов. Подскажите, пожалуйста, как решить эту проблему.",Личный кабинет
377,2025-06-24,Курьер,Курьер не приехал в назначенное время и не позвонил. Это уже не первый раз.,Доставка
419,2025-06-25,Чек,Не получил электронный чек после покупки. Прошу помочь разобраться.,Документы
92,2025-06-25,Курьер,Курьер не приехал в назначенное время и не позвонил. Прошу помочь разобраться.,Доставка
782,2025-06-25,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами. Поддержка тоже не помогла.,Поддержка
996,2025-06-25,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка
540,2025-06-26,Чек,Не получил электронный чек после покупки. Поддержка тоже не помогла.,Документы
11,2025-06-26,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает. Это уже не первый раз.",Поддержка
985,2025-06-27,Чек,Не получил электронный чек после покупки. Очень недоволен этой ситуацией.,Документы
725,2025-06-27,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка
511,2025-06-27,Корзина,"Добавляю товар в корзину, но он сразу исчезает. Если вопрос не решится, больше у вас покупать не буду.",Мобильное приложение
650,2025-06-27,Задержка доставки,"Жду заказ уже несколько дней дольше обещанного срока. Если вопрос не решится, больше у вас покупать не буду.",Доставка
645,2025-06-28,Повреждение,"Заказ приехал с поврежденной упаковкой. Подскажите, пожалуйста, как решить эту проблему.",Доставка
402,2025-06-28,Двойное списание,С карты дважды списали деньги за один заказ.,Оплата
860,2025-06-29,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа. Если вопрос не решится, больше у вас покупать не буду.",Мобильное приложение
428,2025-06-29,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка
494,2025-06-30,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка
365,2025-06-30,Повреждение,Заказ приехал с поврежденной упаковкой.,Доставка
550,2025-06-30,Курьер,"Курьер не приехал в назначенное время и не позвонил. Хотелось бы понять, что делать дальше.",Доставка
